country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",19-01-2026 08:00,28.60909,77.0325413,NH3,6,9,7
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",19-01-2026 08:00,28.60909,77.0325413,SO2,10,22,15
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC",19-01-2026 08:00,28.570173,76.933762,NO2,85,138,118
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC",19-01-2026 08:00,28.570173,76.933762,OZONE,3,9,4
India,Delhi,Delhi,"Narela, Delhi - DPCC",19-01-2026 08:00,28.822836,77.101981,NO2,29,83,51
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM",19-01-2026 08:00,23.163798,72.677768,OZONE,1,52,2
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",19-01-2026 08:00,23.243639,72.68994,NH3,NA,NA,NA
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",19-01-2026 08:00,23.221714,72.654328,PM2.5,65,225,137
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",19-01-2026 08:00,23.221714,72.654328,OZONE,2,45,4
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB",19-01-2026 08:00,20.362421,72.918013,NO2,1,6,3
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",19-01-2026 08:00,22.969611,72.6435,NO2,NA,NA,NA
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",19-01-2026 08:00,22.969611,72.6435,CO,11,13,12
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",19-01-2026 08:00,23.016834,72.625775,OZONE,1,46,1
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM",19-01-2026 08:00,23.023389,72.515201,NH3,1,12,5
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",19-01-2026 08:00,23.076793,72.627874,NO2,NA,NA,NA
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",19-01-2026 08:00,23.076793,72.627874,OZONE,1,2,1
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",19-01-2026 08:00,21.613267,73.010555,NH3,6,7,6
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM",19-01-2026 08:00,23.163798,72.677768,NH3,5,21,12
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM",19-01-2026 08:00,23.163798,72.677768,CO,20,59,50
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",19-01-2026 08:00,28.56789,77.250515,SO2,2,110,19
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",19-01-2026 08:00,28.56789,77.250515,OZONE,4,253,8
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD",19-01-2026 08:00,28.6573814,77.1585447,PM10,332,500,435
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD",19-01-2026 08:00,28.6573814,77.1585447,OZONE,3,51,8
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",19-01-2026 08:00,28.530785,77.271255,PM2.5,336,500,430
